time," ti"," te"," tr"," signal"
07-03-2022 13:32:00,"48,6875","28,770063","48","-95,527092"
07-03-2022 13:32:01,"48,6875","28,770388","48","-29,55624"
07-03-2022 13:32:03,"48,375","28,769091","48","56,222908"
07-03-2022 13:32:04,"48,375","28,768442","48","75,962509"
07-03-2022 13:32:05,"48,25","28,770063","48","100"
07-03-2022 13:32:07,"48,25","28,771036","48","31,525011"
07-03-2022 13:32:08,"48,375","28,772982","48","-1,835455"
07-03-2022 13:32:09,"48,375","28,772982","48","-36,450012"
07-03-2022 13:32:11,"48,625","28,773306","48","-100"
07-03-2022 13:32:12,"48,625","28,774279","48","-76,137489"
07-03-2022 13:32:13,"48,5625","28,774279","48","-61,404205"
07-03-2022 13:32:14,"48,5625","28,773306","48","5,831239"
07-03-2022 13:32:16,"48,3125","28,772657","48","75,570847"
07-03-2022 13:32:17,"48,3125","28,772982","48","61,36874"
07-03-2022 13:32:18,"48,375","28,772009","48","46,541706"
07-03-2022 13:32:20,"48,375","28,772657","48","-20,787489"
07-03-2022 13:32:21,"48,625","28,774279","48","-90,620842"
07-03-2022 13:32:22,"48,625","28,776224","48","-76,512489"
07-03-2022 13:32:24,"48,6875","28,776548","48","-96,364594"
07-03-2022 13:32:25,"48,6875","28,77817","48","-30,39374"
07-03-2022 13:32:26,"48,375","28,780766","48","55,385406"
07-03-2022 13:32:27,"48,375","28,780117","48","75,125008"
07-03-2022 13:32:29,"48,25","28,781414","48","100"
07-03-2022 13:32:30,"48,25","28,782387","48","30,687511"
07-03-2022 13:32:31,"48,5","28,782387","48","-37,258343"
07-03-2022 13:32:33,"48,5","28,782711","48","-73,137489"
07-03-2022 13:32:34,"48,6875","28,784657","48","-100"
07-03-2022 13:32:35,"48,6875","28,784008","48","-62,837502"
07-03-2022 13:32:37,"48,5625","28,785954","48","-30,192694"
07-03-2022 13:32:38,"48,5625","28,785305","48","20,993761"
07-03-2022 13:32:39,"48,3125","28,783684","48","91,364548"
07-03-2022 13:32:40,"48,3125","28,78336","48","60,49374"
07-03-2022 13:32:42,"48,4375","28,782063","48","28,370844"
07-03-2022 13:32:43,"48,4375","28,783035","48","-39,581261"
07-03-2022 13:32:44,"48,6875","28,785305","48","-100"
07-03-2022 13:32:46,"48,6875","28,786278","48","-79,281242"
07-03-2022 13:32:47,"48,6875","28,785629","48","-81,846901"
07-03-2022 13:32:48,"48,6875","28,786602","48","-15,25"
07-03-2022 13:32:50,"48,375","28,787251","48","71,151054"
07-03-2022 13:32:51,"48,375","28,786602","48","74,225014"
07-03-2022 13:32:52,"48,3125","28,784981","48","94,608292"
07-03-2022 13:32:53,"48,3125","28,784657","48","11,868739"
07-03-2022 13:32:55,"48,5","28,786926","48","-39,421852"
07-03-2022 13:32:56,"48,5","28,78952","48","-58,006248"
07-03-2022 13:32:57,"48,75","28,789196","48","-100"
07-03-2022 13:32:59,"48,75","28,788872","48","-81,674988"
07-03-2022 13:33:00,"48,6875","28,788548","48","-66,954208"
07-03-2022 13:33:01,"48,6875","28,788223","48","0,268739"
07-03-2022 13:33:03,"48,375","28,787251","48","87,291702"
07-03-2022 13:33:04,"48,375","28,788548","48","73,700012"
07-03-2022 13:33:05,"48,4375","28,790817","48","59,497906"
07-03-2022 13:33:06,"48,4375","28,792114","48","-24,506239"
07-03-2022 13:33:08,"48,6875","28,793411","48","-94,34584"
07-03-2022 13:33:09,"48,6875","28,79406","48","-80,243736"
07-03-2022 13:33:10,"48,75","28,796654","48","-100"
07-03-2022 13:33:12,"48,75","28,797302","48","-34,137489"
07-03-2022 13:33:13,"48,4375","28,797302","48","51,635406"
07-03-2022 13:33:14,"48,4375","28,798599","48","71,368759"
07-03-2022 13:33:16,"48,3125","28,798599","48","100"
07-03-2022 13:33:17,"48,3125","28,798923","48","26,91876"
07-03-2022 13:33:18,"48,5625","28,800869","48","-41,033344"
07-03-2022 13:33:19,"48,5625","28,802492","48","-76,918739"
07-03-2022 13:33:21,"48,8125","28,803789","48","-100"
07-03-2022 13:33:22,"48,8125","28,803789","48","-84,556236"
07-03-2022 13:33:23,"48,625","28,804762","47","-35,253151"
07-03-2022 13:33:25,"48,625","28,804113","47","-100"
07-03-2022 13:33:26,"48,375","28,80541","47","74,005196"
07-03-2022 13:33:27,"48,375","28,804438","47","26,36249"
07-03-2022 13:33:29,"48,125","28,804762","47","97,895844"
07-03-2022 13:33:30,"48,125","28,80541","47","33,612488"
07-03-2022 13:33:31,"48,3125","28,805086","47","-15,884351"
07-03-2022 13:33:32,"48,3125","28,80541","47","-84,550003"
07-03-2022 13:33:34,"48,5625","28,807032","47","-100"
